Cell iname	Cell lineage	Primary disease	Collection	Cell type	Growth medium	Growth pattern	Doubling time	Provider name	Provider catalog ID	Donor disease age of onset	Donor tumor phase	Donor age of death	Subtype	Donor age	Donor ethnicity	Metastatic site	Comments	Cell histology	CCLE name	Alias	Donor sex	Cellosaurus ID	Cellosaurus Doubling time sd	Cellosaurus Doubling time
SNU1077	endometrium	endometrial cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	43.00	KCLB	-666	-666	primary	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU1077_ENDOMETRIUM	NCI-SNU-1077, SNU1077	F	CVCL_5007	NA	43
SNU1079	biliary_tract	bile duct cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	72.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU1079_BILIARY_TRACT	NCI-SNU-1079, SNU 1079, SNU1079	M	CVCL_5008	NA	72
SNU1105	central_nervous_system	brain cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	84.00	KCLB	-666	-666	-666	-666	glioblastoma	-666	-666	-666	NA	glioma	SNU1105_CENTRAL_NERVOUS_SYSTEM	NCI-SNU-1105, SNU1105	M	CVCL_5010	7.77817459305202	78.5
SNU119	ovary	ovarian cancer	CCLE, PRISM-PR300	-666	RPMI-164 Invitrogen catalog # 11875	adherent	>120	KCLB	-666	-666	-666	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	SNU119_OVARY	NCI-SNU-119, SNU119	F	CVCL_5014	NA	53
SNU1196	biliary_tract	bile duct cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	48.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU1196_BILIARY_TRACT	NCI-SNU-1196, SNU1196	-666	CVCL_5015	NA	48
SNU1197	large_intestine	colon cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	adherent	60.00	KCLB	-666	-666	primary	-666	carcinoma	-666	-666	-666	NA	-666	SNU1197_LARGE_INTESTINE	NCI-SNU-1197, SNU1197	M	CVCL_5016	NA	60
SNU1214	upper_aerodigestive_tract	head and neck cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	72.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU1214_UPPER_AERODIGESTIVE_TRACT	NCI-SNU-1214, SNU1214	M	CVCL_5017	NA	96
SNU1272	kidney	kidney cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	adherent	153.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU1272_KIDNEY	CVCL_5020, NCI-SNU-1272, SNU1272	F	CVCL_8788	NA	153
SNU16	stomach	gastric cancer	CCLE	-666	ATCC-formulated RPMI-1640 Medium, ATCC 30-2001. To make the complete growth medium, add the following components to the base medium: fetal bovine serum (ATCC 30-2020) to a final concentration of 10%.	suspension	27.00	ATCC	CRL-5974	-666	metastatic	-666	carcinoma	33	Asian	ascites	NA	-666	SNU16_STOMACH	NCI-SNU-16, SNU16	F	CVCL_0076	NA	27
SNU175	large_intestine	colon cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	suspension	33.00	KCLB	-666	-666	primary	-666	carcinoma	-666	-666	-666	NA	-666	SNU175_LARGE_INTESTINE	NCI-SNU-175, SNU175	F	CVCL_5031	NA	33
SNU182	liver	liver cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR300	-666	RPMI-164 ATCC catalog # 3-21	adherent	60.00	ATCC	CRL-2235	-666	primary	-666	carcinoma	24	Asian	-666	NA	carcinoma	SNU182_LIVER	NCI-SNU-182, SNU182	M	CVCL_0090	NA	46
SNU201	central_nervous_system	brain cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR300	-666	RPMI-164 Invitrogen catalog # 11875	adherent	61.00	KCLB	-666	-666	-666	-666	glioblastoma	-666	-666	-666	NA	glioma	SNU201_CENTRAL_NERVOUS_SYSTEM	NCI-SNU-201, SNU201	M	CVCL_5033	2.12132034355964	59.5
SNU213	pancreas	pancreatic cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	48.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU213_PANCREAS	NCI-SNU-213, SNU213	M	CVCL_5034	NA	48
SNU216	stomach	gastric cancer	CCLE, PRISM-HURON, PRISM-PR300	-666	RPMI-164 Invitrogen catalog # 11875	adherent	36.00	KCLB	-666	-666	metastatic	-666	adenocarcinoma	46	unknown	lymph node, stomach	NA	carcinoma	SNU216_STOMACH	NCI-SNU-216, SNU216	F	CVCL_3946	NA	NA
SNU228	kidney	kidney cancer		-666	-666	-666	24.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	SNU228	M	CVCL_5035	NA	24
SNU245	biliary_tract	bile duct cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	54.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU245_BILIARY_TRACT	NCI-SNU-245, SNU245	-666	CVCL_5038	NA	54
SNU251	ovary	ovarian cancer		-666	-666	-666	46.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	SNU251	F	CVCL_5040	NA	46
SNU267	kidney	kidney cancer		-666	-666	-666	24.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	SNU267	M	CVCL_5043	NA	24
SNU283	large_intestine	colon cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	adherent	42.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	SNU283_LARGE_INTESTINE	NCI-SNU-283, SNU283	F	CVCL_5044	NA	42
SNU308	biliary_tract	bladder cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	48.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU308_BILIARY_TRACT	NCI-SNU-308, SNU308	-666	CVCL_5048	NA	48
SNU324	pancreas	pancreatic cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	mix	52.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	SNU324_PANCREAS	NCI-SNU-324, SNU324	M	CVCL_5051	NA	52
SNU328	kidney	kidney cancer		-666	-666	-666	120.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	SNU328	M	CVCL_5052	NA	120
SNU333	kidney	kidney cancer		-666	-666	-666	76.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	SNU333	M	CVCL_5053	NA	76
SNU349	kidney	kidney cancer	ACHILLES, CCLE	-666	RPMI-164 Invitrogen catalog # 11875	adherent	120.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	SNU349_KIDNEY	NCI-SNU-349, SNU349	M	CVCL_5054	NA	120
SNU387	liver	liver cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	adherent	>120	ATCC	CRL-2237	-666	primary	-666	carcinoma	41	Asian	-666	NA	carcinoma	SNU387_LIVER	NCI-SNU-387, SNU387	F	CVCL_0250	NA	61
SNU398	liver	liver cancer	ACHILLES, CCLE, CMAP, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	mix	48.00	ATCC	CRL-2233	-666	primary	-666	carcinoma	42	Asian	-666	NA	carcinoma	SNU398_LIVER	NCI-SNU-398, SNU398	M	CVCL_0077	NA	39
SNU407	large_intestine	colon cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	42.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU407_LARGE_INTESTINE	NCI-SNU-407, SNU407	M	CVCL_5058	NA	42
SNU410	pancreas	pancreatic cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	72.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU410_PANCREAS	NCI-SNU-410, SNU410	M	CVCL_5059	NA	72
SNU423	liver	liver cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	72.00	ATCC	CRL-2238	-666	primary	-666	carcinoma	40	Asian	-666	NA	carcinoma	SNU423_LIVER	NCI-SNU-423, SNU423	M	CVCL_0366	NA	72
SNU444	central_nervous_system	brain cancer		-666	-666	-666	48.00	-666	-666	-666	-666	-666	glioblastoma	-666	-666	-666	NA	-666	-666	SNU444	M	CVCL_5060	NA	48
SNU449	liver	liver cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	72.00	ATCC	CRL-2234	-666	primary	-666	carcinoma	52	Asian	-666	NA	carcinoma	SNU449_LIVER	NCI-SNU-449, SNU449	M	CVCL_0454	NA	36
SNU46	upper_aerodigestive_tract	head and neck cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	36.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU46_UPPER_AERODIGESTIVE_TRACT	NCI-SNU-46, SNU46	M	CVCL_5063	NA	36
SNU466	central_nervous_system	brain cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	54.00	KCLB	-666	-666	-666	-666	glioblastoma	-666	-666	-666	NA	glioma	SNU466_CENTRAL_NERVOUS_SYSTEM	NCI-SNU-466, SNU466	M	CVCL_5064	NA	54
SNU475	liver	liver cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	adherent	66.00	ATCC	CRL-2236	-666	primary	-666	carcinoma	43	Asian	-666	NA	carcinoma	SNU475_LIVER	NCI-SNU-475, SNU475	M	CVCL_0497	NA	66
SNU478	biliary_tract	bile duct cancer	CCLE, PRISM-PR300	-666	RPMI-164 Invitrogen catalog # 11875	adherent	52.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU478_BILIARY_TRACT	NCI-SNU-478, SNU478	-666	CVCL_5065	NA	52
SNU484	stomach	gastric cancer		-666	-666	adherent	67.00	-666	-666	-666	-666	-666	adenocarcinoma	53	unknown	-666	NA	-666	-666	SNU484	M	CVCL_0100	NA	NA
SNU489	central_nervous_system	brain cancer	CCLE, PRISM-HURON, PRISM-PR300	-666	RPMI-164 Invitrogen catalog # 11875	adherent	48.00	KCLB	-666	-666	-666	-666	glioblastoma	-666	-666	-666	NA	glioma	SNU489_CENTRAL_NERVOUS_SYSTEM	NCI-SNU-489, SNU489	M	CVCL_5069	NA	48
SNU5	stomach	gastric cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	suspension	34.00	ATCC	CRL-5973	-666	metastatic	-666	carcinoma	33	Asian	ascites	NA	-666	SNU5_STOMACH	NCI-SNU-5, SNU5	F	CVCL_0078	NA	34
SNU503	large_intestine	colon cancer	ACHILLES, CCLE	-666	RPMI-164 Invitrogen catalog # 11875	adherent	64.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU503_LARGE_INTESTINE	NCI-SNU-503, SNU503	M	CVCL_5071	NA	64
SNU520	stomach	gastric cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	suspension	-666.00	KCLB	-666	-666	primary	-666	adenocarcinoma	-666	-666	-666	NA	-666	SNU520_STOMACH	NCI-SNU-520, SNU520	F	CVCL_5072	NA	NA
SNU539	endometrium	endometrial cancer		-666	-666	-666	46.00	-666	-666	-666	-666	-666	carcinosarcoma	-666	-666	-666	NA	-666	-666	SNU539	F	CVCL_5075	NA	46
SNU601	stomach	gastric cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	60.00	KCLB	-666	-666	metastatic	-666	carcinoma	34	unknown	ascites	NA	carcinoma	SNU601_STOMACH	NCI-SNU-601, SNU601	M	CVCL_0101	NA	NA
SNU61	large_intestine	colon cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	39.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU61_LARGE_INTESTINE	NCI-SNU-61, SNU61	M	CVCL_5078	NA	39
SNU620	stomach	gastric cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	suspension	-666.00	KCLB	-666	-666	metastatic	-666	adenocarcinoma	59	unknown	ascites	NA	-666	SNU620_STOMACH	NCI-SNU-620, SNU620	F	CVCL_5079	NA	NA
SNU626	central_nervous_system	brain cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875	adherent	92.00	KCLB	-666	-666	-666	-666	glioblastoma	-666	-666	-666	NA	glioma	SNU626_CENTRAL_NERVOUS_SYSTEM	NCI-SNU-626, SNU626	M	CVCL_5080	NA	92
SNU638	stomach	gastric cancer		-666	-666	adherent	58.00	-666	-666	-666	-666	-666	adenocarcinoma	48	unknown	ascites	NA	-666	-666	SNU638	M	CVCL_0102	NA	NA
SNU668	stomach	gastric cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	60.00	KCLB	-666	-666	metastatic	-666	carcinoma	68	unknown	ascites	NA	carcinoma	SNU668_STOMACH	NCI-SNU-668, SNU668	M	CVCL_5081	NA	NA
SNU685	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	20.00	KCLB	-666	-666	primary	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU685_ENDOMETRIUM	NCI-SNU-685, SNU685	F	CVCL_5083	NA	20
SNU719	stomach	gastric cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	108.00	KCLB	-666	-666	primary	-666	adenocarcinoma	53	unknown	-666	NA	carcinoma	SNU719_STOMACH	NCI-SNU-719, SNU719	M	CVCL_5086	NA	NA
SNU738	central_nervous_system	brain cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	56.00	KCLB	-666	-666	-666	-666	oligodendroglioma	-666	-666	-666	NA	glioma	SNU738_CENTRAL_NERVOUS_SYSTEM	NCI-SNU-738, SNU738	M	CVCL_5087	NA	56
SNU761	liver	liver cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	24.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU761_LIVER	NCI-SNU-761, SNU761	M	CVCL_5089	NA	24
SNU8	ovary	ovarian cancer	ACHILLES, CCLE, PRISM-HURON	-666	RPMI-164 Invitrogen catalog # 11875	adherent	44.00	KCLB	-666	-666	metastatic	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	SNU8_OVARY	NCI-SNU-8, SNU8	F	CVCL_5096	NA	44
SNU81	large_intestine	colon cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	30.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU81_LARGE_INTESTINE	NCI-SNU-81, SNU81	M	CVCL_5098	NA	30
SNU840	ovary	ovarian cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	40.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU840_OVARY	NCI-SNU-840, SNU840	F	CVCL_5100	2.82842712474619	38
SNU869	biliary_tract	bile duct cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	48.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU869_BILIARY_TRACT	NCI-SNU-869, SNU869	-666	CVCL_5101	NA	48
SNU878	liver	liver cancer	CCLE, PRISM-HURON, PRISM-PR300	-666	RPMI-164 Invitrogen catalog # 11875	adherent	25.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU878_LIVER	NCI-SNU-878, SNU878	F	CVCL_5102	NA	25
SNU886	liver	liver cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	25.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU886_LIVER	NCI-SNU-886, SNU886	M	CVCL_5103	NA	29
SNU899	upper_aerodigestive_tract	head and neck cancer	CCLE, PRISM-HURON, PRISM-PR300	-666	RPMI-164 Invitrogen catalog # 11875	adherent	48.00	KCLB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	SNU899_UPPER_AERODIGESTIVE_TRACT	NCI-SNU-899, SNU899	M	CVCL_5105	NA	48
SN12C	kidney	kidney cancer		-666	-666	-666	29.50	NCI	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	carcinoma	-666	SN-12C	M	CVCL_1705	NA	29.5
SPI801	haematopoietic_and_lymphoid_tissue	leukemia		-666	90-95% RPMI 1640 + 5-10% h.i. FBS	suspension	-666.00	DSMZ	-666	-666	-666	-666	chronic myelogenous leukemia (cml)	-666	-666	-666	NA	-666	-666	-666	F	CVCL_2200	NA	NA
SPI802	haematopoietic_and_lymphoid_tissue	leukemia		-666	-666	suspension	47.00	DSMZ	-666	-666	-666	-666	chronic myelogenous leukemia (cml)	-666	-666	-666	NA	-666	-666	-666	F	CVCL_2201	NA	NA
SQ1	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	108.00	RIKEN	-666	-666	primary	-666	non small cell lung carcinoma	-666	Asian	-666	NA	carcinoma	SQ1_LUNG	SQ-1, SQ1	M	CVCL_4900	NA	NA
SQ5	lung	cervical cancer		-666	-666	mix	20.80	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	Sq-5, SQ5	F	CVCL_8273	NA	NA
SR	haematopoietic_and_lymphoid_tissue	lymphoma		-666	ATCC-formulated RPMI-1640 Medium, ATCC 30-2001	suspension	28.70	ATCC	CRL-2262	-666	metastatic	-666	lymphoma	11	Caucasian	pleural_effusion	NA	leukemia	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CVCL_2203, SR-786, SR786	M	CVCL_1711	0.919238815542512	29.35
SR786	haematopoietic_and_lymphoid_tissue	lymphoma	ACHILLES, CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	30.00	DSMZ	-666	-666	metastatic	-666	t-cell lymphoma	-666	unknown	pleura	NA	-666	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-666	unknown	CVCL_1711	0.919238815542512	29.35
STAET1	bone	bone cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	sarcoma	-666	-666	-666	NA	-666	-666	STA-ET1, STAET1	F	CVCL_9681	NA	NA
STC1	lung	lung cancer		-666	ATCC-formulated Dulbecco's Modified Eagle's Medium, Catalog No. 30-2002. To make the complete growth medium, add the following components to the base medium: fetal bovine serum to a final concentration of 10%.	adherent	-666.00	JCRB	JCRB1053	-666	-666	-666	small cell lung carcinoma	-666	-666	-666	NA	-666	-666	STC-1, STC1	M	CVCL_3171	NA	50
STM9101	soft_tissue	kidney cancer	PRISM-HURON, PRISM-PR300	-666	-666	adherent	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	STM9101_SOFT_TISSUE	STM-91-01	M	CVCL_8000	NA	NA
ST486	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	19-20	ATCC	CRL-1647	-666	metastatic	-666	b-cell lymphoma	-666	-666	ascites	NA	-666	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST 486	F	CVCL_1712	NA	19.5
SUDHL1	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	40-50	DSMZ	-666	-666	-666	-666	t-cell lymphoma	10	Caucasian	-666	NA	-666	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Stanford University-Diffuse Histiocytic Lymphoma-1, SuDHL 1, SUDHL-1, SUDHL1	M	CVCL_0538	NA	45
SUDHL10	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	30-50	DSMZ	ACC 576	-666	primary	-666	b-cell lymphoma	25	Caucasian	pleural_effusion	NA	-666	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DHL10, Stanford University-Diffuse Histiocytic Lymphoma-10, SuDHL 10, SUDHL-10, Sudhl10, SUDHL10	M	CVCL_1889	NA	22.5
SUDHL16	haematopoietic_and_lymphoid_tissue	lymphoma		-666	ATCC-formulated RPMI-1640 Medium, ATCC 30-2001	-666	40.00	DSMZ	ACC 577	-666	-666	-666	b-cell lymphoma	-666	unknown	pleural_effusion	NA	-666	-666	DHL-16, Stanford University-Diffuse Histiocytic Lymphoma-16, SUDHL-16, SUDHL16	M	CVCL_1890	NA	40
SUDHL4	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	40.00	DSMZ	-666	-666	primary	-666	b-cell lymphoma	38	unknown	pleura	NA	-666	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DHL-4, DHL4, Stanford University-Diffuse Histiocytic Lymphoma-4, SU4, SUD-4, SUD4, SuDHL 4, SUDHL-4, Sudhl4, SUDHL4	M	CVCL_0539	NA	40
SUDHL5	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	40.00	DSMZ	ACC 571	-666	primary	-666	b-cell lymphoma	17	unknown	lymph_node	NA	-666	SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DHL-5, DHL5, Stanford University-Diffuse Histiocytic Lymphoma-5, SU-DH-L5, SuDHL 5, SUDHL-5, SUDHL5	F	CVCL_1735	NA	40
SUDHL6	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	35-40	DSMZ	ACC 572	-666	primary	-666	b-cell lymphoma	43	Caucasian	peritoneal_effusion	NA	-666	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DHL-6, DHL6, Stanford University-Diffuse Histiocytic Lymphoma-6, SU-DHL6, SUD6, SuDHL-6, SUDHL-6, SuDHL6, SUDHL6	M	CVCL_2206	NA	37.5
SUDHL8	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	48-72	DSMZ	-666	-666	primary	-666	b-cell lymphoma	59	Caucasian	-666	NA	-666	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DHL-8, DHL8, Stanford University-Diffuse Histiocytic Lymphoma-8, SuDHL 8, SUDHL-8, SUDHL8	M	CVCL_2207	NA	60
SUIT2	pancreas	pancreatic cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	24.00	HSRRB	-666	-666	metastatic	-666	carcinoma	73	-666	-666	NA	carcinoma	SUIT2_PANCREAS	SUIT 2, Suit-2, SUIT2	M	CVCL_3172	6.43467170879758	33.65
SUMB002	central_nervous_system			-666	-666	-666	-666.00	-666	-666	-666	-666	-666		-666	-666	-666	NA	-666	SUMB002_CENTRAL_NERVOUS_SYSTEM	-666	-666	-666	NA	NA
SUM1315MO2	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	1315M02, SUM 1315, SUM 1315M02, SUM-1315, SUM-1315M02, SUM1315, SUM1315-MO2, SUM1315M02	F	CVCL_5589	NA	NA
SUM1315M02	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	-666	unknown	CVCL_5589	NA	NA
SUM149PT	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	149 PT, 149PT, SUM 149, SUM 149PT, SUM-149, SUM-149PT, SUM149, SUM149-PT	F	CVCL_3422	NA	NA
SUM159PT	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	159 PT, 159PT, CVCL_5590, SUM 159, SUM 159PT, SUM-159, SUM-159PT, SUM159	F	CVCL_5423	NA	NA
SUM185PE	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	185PE, SUM 185, SUM 185PE, SUM-185, SUM-185PE, SUM185	F	CVCL_5591	NA	NA
SUM190PT	breast	breast cancer		-666	From Asterand: Ham’s F-12 + 1 g/L bovine serum albumin, 5 mM ethanolamine, 10 mM HEPES, 1 ug/mL hydrocortisone, 5 ug/mL insulin, 50 nM sodium selenite, 5 ug/mL apo-transferrin, 10 nM triiodo-L-thyronine	adherent	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	190PT, SUM 190, SUM 190PT, SUM-190, SUM-190PT, SUM190	F	CVCL_3423	NA	NA
SUM225CWN	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	225CWN, SUM 225, SUM 225CWN, SUM-225, SUM-225cwn, SUM-225CWN, Sum225, SUM225	F	CVCL_5593	NA	NA
SUM229PE	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	pleura	NA	-666	-666	229PE, SUM 229, SUM 229PE, SUM-229, SUM-229PE, SUM229	F	CVCL_5594	NA	NA
SUM44PE	breast	breast cancer		-666	From Asterand: Ham’s F-12 + 1 g/L bovine serum albumin, 5 mM ethanolamine, 10 mM HEPES, 1 ug/mL hydrocortisone, 5 ug/mL insulin, 50 nM sodium selenite, 5 ug/mL apo-transferrin, 10 nM triiodo-L-thyronine	adherent	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	44PE, SUM 44, SUM 44PE, SUM-44, SUM-44 PE, SUM-44PE, Sum44, SUM44	F	CVCL_3424	NA	NA
SUM52PE	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	52PE, SUM 52, SUM 52PE, SUM-52, SUM-52-PE, SUM-52PE, SUM52	F	CVCL_3425	NA	NA
